Category,Coding,Medication_ATC_code,Drug_name
pulmadil 200micrograms inhaler,1140862140,R03AC05,Rimiterol Hydrobromide
zydol sr 100mg m/r tablet,1140922636,N02AX02,Tramadol
zomorph 30mg m/r capsule,1141152988,N02AA01,Morphine
oramorph 10mg/5ml oral unit dose vial,1140871778,N02AA01,Morphine
panadol 500mg capsule,1140856238,N02BE01,Acetaminophen
beta-adalat capsule,1140860356,C07FB03,Atenolol |Nifedipine
pethidine,1140884388,N02AB02,Pethidine
feldene 0.5% gel,1140877954,M02AA07,Piroxicam
imatinib,1141185284,L01XE01,Imatinib
novofem tablet,1141180766,G03FB05,Norethisterone |Estradiol
hydrocortisyl 1% cream,1140888630,D07AA02,Hydrocortisone
ribavirin,1140909754,J05AP01,Ribavirin
isib 20mg tablet,1140860994,C01DA14,Isosorbide Mononitrate
fortipine la40 m/r tablet,1141145870,C08CA05,Nifedipine
tambocor 50mg tablet,1140866654,C01BC04,Flecainide
bezafibrate product,1141157260,C10AB02,Bezafibrate
alomide eye drops,1140878060,S01GX05,Lodoxamide
pholcodine,1140862886,R05DA08,Pholcodine
sulphur product,1140880056,D10AB02,Sulfur
modalim 100mg tablet,1140862028,C10AB08,Ciprofibrate
senokot hi-fibre lemon 3.5g/sachet s/f granules,1141200498,A06AC01,Plantago Seed
paroven 250mg capsule,1140861416,C05CA51,Oxerutins
neo-cytamen 250micrograms/1ml injection,1140858448,B03BA03,Hydroxocobalamin
solpadeine plus tablet,1141189010,N02AJ09,Caffeine |Acetaminophen |Codeine
veganin tablet,1140856348,N02AJ09,Caffeine |Acetaminophen |Codeine
hedex tablet,1140911758,N02BE01,Acetaminophen
fluorometholone,1140875766,C05AA06 |D07AB06 |D07XB04 |D10AA01 |S01BA07 |S01CB05,Fluorometholone
trinordiol tablet,1140869190,G03AB03,Levonorgestrel |Ethinyl Estradiol
betamethasone+fusidic acid,1140882774,D07CC01,Betamethasone |Fusidic Acid
gopten 500micrograms capsule,1140860912,C09AA10,Trandolapril
propylthiouracil,1140874776,H03BA02,Propylthiouracil
renagel 403mg capsule,1141175196,V03AE02,Sevelamer
utovlan 5mg tablet,1140868586,L02AB,Norethisterone
proctofoam hc foam,1140881444,A07EA02,Hydrocortisone |Pramocaine
progynova ts 50 50micrograms patch,1141180580,G03CA03,Estradiol
methylprednisolone,1140874976,D07AA01 |D10AA02 |H02AB04,Methylprednisolone
clobetasone butyrate+neomycin sulphate,1140882708,S01CA11,Neomycin |Clobetasone
powergel 2.5% gel,1140921844,M02AA10,Ketoprofen
sebomin mr 100mg m/r capsule,1141191010,J01AA08,Minocycline
cabren 2.5mg m/r tablet,1141187094,C08CA02,Felodipine
fenbid 5% gel,1140927152,M02AA13,Ibuprofen
gemfibrozil,1140861856,C10AB04,Gemfibrozil
sodium chloride,2018961142,A12CA01 |B05CB01 |B05XA03 |S01XA03,Sodium Chloride
physiotens 200micrograms tablet,1140928290,C02AC05,Moxonidine
alphosyl 2 in 1 shampoo,1140878510,D05AA,Coal Tar
cafergot tablet,1140872050,N02CA52,Caffeine |Ergotamine
mst continus 100mg m/r tablet,1140871786,N02AA01,Morphine
cuprofen plus tablet,1141190952,N02AJ08,Codeine |Ibuprofen
macrodantin 100mg capsule,1140874192,J01XE01,Nitrofurantoin
provigil 100mg tablet,1141163118,N06BA07,Modafinil
napratec tablet combination pack,1140871638,M01AE56,Naproxen |Misoprostol
penicillamine,1140875316,M01CC01,Penicillamine
imuran 10mg tablet,1141145996,L04AX01,Azathioprine
nifedipress mr 10 m/r tablet,1141157140,C08CA05,Nifedipine
duac once daily gel,1141188766,D10AF51,Clindamycin |Benzoyl Peroxide
spasmonal fibre granules 500g,1141166264,A03AX08,Alverine
celectol 200mg tablet,1140860498,C07AB08,Celiprolol
influenza vaccine,1140880680,J07BB,Influenza Vaccine
meptid 200mg tablet,1140881028,N02AX05,Meptazinol Hydrochloride
neorecormon 500iu injection (pdr for recon)+solvent,1141156666,B03XA01,Erythropoietin
tri-adcortyl otic ear ointment,1140876104,S02CA04,Gramicidin D |Triamcinolone |Nystatin |Neomycin
solpadeine headache tablet,1141189066,N02BE51,Caffeine |Acetaminophen
zyprexa 2.5mg tablet,1141167976,N05AH03,Olanzapine
antepsin 1g tablet,1140865538,A02BX02,Sucralfate
feldene 10mg capsule,1140871672,M01AC01,Piroxicam
half beta-prograne 80mg m/r capsule,1140866802,C07AA05,Propranolol
donepezil hydrochloride,1141150834,N06DA02,Donepezil
optilast 0.05% eye drops,1141162970,S01GX07,Azelastine
ethinylestradiol,1141181220,G03CA01 |L02AA03,Ethinyl Estradiol
capozide tablet,1140881714,C09BA01,Hydrochlorothiazide |Captopril
augmentin 625mg tablet,1140872734,J01CR02,Amoxicillin |Clavulanate
flavoxate,1140883914,G04BD02,Flavoxate
dantrolene,1140883858,M03CA01,Dantrolene
digitoxin,1140865990,C01AA04,Digitoxin
cod liver oil+zinc oxide 11.4/38% ointment,1140876350,D02AB |D03AA,Zinc Oxide |Cod Liver Oil
isopto plain 0.5% eye drops,1140878174,S01XA20,Hypromellose
hypotears eye drops,1140878182,S01AX18,Benzalkonium |Povidone
cutivate 0.05% cream,1140864820,D07AC,Fluticasone Propionate
oxerutins 250mg capsule,1140861418,C05CA51,Oxerutins
sterculia,1140865778,A06AC03,Sterculia
tryptophan product,1140867960,N06AX02,Tryptophan
leuprorelin,1140884544,L02AE02,Leuprolide
codeine linctus,1140884452,R05DA04,Codeine
hypovase 500mcg tablet,1140860580,C02CA01,Prazosin
voltarene 25mg e/c tablet,1140877868,M02AA15,Diclofenac
oxytetramix 250 tablet,1140873564,J01AA06,Oxytetracycline
ketotifen,1140862668,R06AX17 |S01GX08,Ketotifen
cromolyn sodium,1140910736,A07EB01 |D11AH03 |R01AC01 |R03BC01 |S01GX01,Cromoglicic Acid
disodium cromoglycate,1140910734,A07EB01 |D11AH03 |R01AC01 |R03BC01 |S01GX01,Cromoglicic Acid
oruvail 100 m/r capsule,1140871522,M01AE03,Ketoprofen
lescol 20mg capsule,1140864592,C10AA04,Fluvastatin
mepacrine,1140884326,P01AX05,Quinacrine
ultrabase cream,1140878280,D02A,Mineral Oil |Petrolatum
acemetacin,1140875278,M01AB11,Acemetacin
unguentum merck cream,1140878288,D02A,No Active Ingredients
interferon beta-1a,1141150594,L03AB07,Interferon Beta-1A
cya - cyclosporin,1140910382,L04AD01 |S01XA18,Cyclosporine
ferrograd folic filmtab,1140870316,B03AD03,Folic Acid |Ferrous Sulfate
propain tablet,1140856436,N02AJ09,Caffeine |Acetaminophen |Codeine |Diphenhydramine
beechams powder,1140911760,N02BA51,Caffeine |Acetylsalicylic Acid
salofalk 250mg e/c tablet,1140865598,A07EC02,Mesalazine
megestrol,1140884706,G03AC05 |G03DB02 |L02AB01,Megestrol Acetate
chloramphenicol eye drops,1140853186,S01AA01,Chloramphenicol
acular 0.5% ophthalmic solution,1140927354,S01BC05,Ketorolac
oxycontin 5mg m/r tablet,1141180792,N02AA05,Oxycodone
accolate 20mg tablet,1141168344,R03DC01,Zafirlukast
brexidol 20mg tablet,1141169530,M01AC01,Piroxicam
fluocinolone,1140884676,C05AA10 |D07AC04 |S01BA15 |S02BA08,Fluocinolone Acetonide
froben 50mg tablet,1140871238,M01AE09,Flurbiprofen
asmanex twisthaler 200mcg breath-actuated dry powder inhaler,1141191818,R03BA07,Mometasone
tacrolimus monohydrate 0.03% ointment,1141179842,D11AH01,Tacrolimus
famotidine,1140865608,A02BA03,Famotidine
roaccutane 5mg capsule,1140880240,D10AD04,Isotretinoin
oruvail gel,1140877894,M02AA10,Ketoprofen
rifampicin,1140874056,J04AB02,Rifampicin
phorpain 5% gel,1141188652,M02AA13,Ibuprofen
acebutolol,1140866724,C07AB04,Acebutolol
zimbacol xl 400mg m/r tablet,1141171548,C10AB02,Bezafibrate
potassium citrate 3g/sachet granules,1140869412,A12BA02,Potassium Citrate
sodium chloride eye drops,1140888376,S01XA03,Sodium Chloride
phosphate-sandoz tablet,1140870900,B05XA09,Sodium Phosphate
fybozest orange 3.5g s/f granules,1141145830,A06AC,Plantago Seed
hydromol emollient bath additive,1140878252,D02A,Light Mineral Oil |Isopropyl Myristate
desmospray 10micrograms nasal spray,1140868820,H01BA02,Desmopressin
presinex 10micrograms nasal spray,1141188880,H01BA02,Desmopressin
ferrograd-c filmtab,1140858300,A11JB,Vitamin C |Ferrous Sulfate
diethylstilbestrol,1140909848,G03CB02 |G03CC05 |L02AA01,Diethylstilbestrol
migraleve yellow tablet,1140872030,N02AJ06,Acetaminophen |Codeine
kapake 30/500 effervescent tablet,1141190656,N02AJ06,Acetaminophen |Codeine
codis dispersible tablet,1140856336,N02AJ07,Codeine |Acetylsalicylic Acid
elidel 1% cream,1141187336,D11AH02,Pimecrolimus
calcicard 60mg tablet,1140851730,C08DB01,Diltiazem
frisium 10mg capsule,1140863272,N05BA09,Clobazam
oxycontin 40mg m/r tablet,1141171052,N02AA05,Oxycodone
sulindac,1140871604,M01AB02,Sulindac
clobetasol propionate+neomycin sulphate+nystatin,1140882794,D07CD01,Nystatin |Neomycin |Clobetasol Propionate
campral ec 333mg e/c tablet,1140926994,N07BB03,Acamprosate
norethisterone product,1141157406,G03AC01 |G03DC02,Norethisterone
ovysmen tablet,1140869262,G03AA05,Norethisterone |Ethinyl Estradiol
norimin tablet,1140869260,G03AA05,Norethisterone |Ethinyl Estradiol
binovum tablet,1140869254,G03AA05,Norethisterone |Ethinyl Estradiol
nitroglycerin,1140910570,C01DA02 |C05AE01,Nitroglycerin
vioform hydrocortisone cream,1140882836,D07CA01,Hydrocortisone |Clioquinol
durogesic 50micrograms/hour patch,1140911832,N02AB03,Fentanyl
movelat relief gel,1140925930,M02AC,Salicylic Acid |Mucopolysaccharide Polysulfate
azt - azathioprine,1140909864,L04AX01,Azathioprine
hay-crom eye drops,1140909484,S01GX01,Cromoglicic Acid
minocin 50mg tablet,1140873482,J01AA08,Minocycline
norfloxacin,1140874178,J01MA06 |S01AE02,Norfloxacin
heparin,1140881842,B01AB01 |C05BA03 |S01XA14,Heparin
pergolide,1140879660,N04BC02,Pergolide
oxprenolol,1140879830,C07AA02,Oxprenolol
fersaday 304mg tablet,1140921160,B03AA07,Iron
vaniqa 11.5% cream,1141200094,D11AX16,Eflornithine
maalox tablet,1140865358,A02A,Aluminum Hydroxide |Magnesium Hydroxide |Simethicone
vitamin e product [ctsu],1185,A11H,Vitamin E
eucerin 10% cream,1141164836,D02A,Urea
e45 lotion,1140916948,D02AC,Petrolatum |Lanolin |Light Mineral Oil
carbo-dome cream,1140878350,D05AA,Coal Tar
glutamic acid product,1140881346,A09AB01,Glutamic Acid
propain caplet,1141172966,N02AJ09,Caffeine |Acetaminophen |Codeine |Diphenhydramine
phosex 1g tablet,1141167308,V03AE,Calcium Acetate
distalgesic tablet,1140868260,N02AJ,Acetaminophen |Dextropropoxyphene
digoxin product,1140865966,C01AA05,Digoxin
spirolone 25mg tablet,1140866318,C03DA01,Spironolactone
phenindione,1140861702,B01AA02,Phenindione
ciprofloxacin product,1141157366,J01MA02 |S01AE03 |S02AA15 |S03AA07,Ciprofloxacin
l-carnitine product,1140910854,A16AA01,L-Carnitine
innovace 2.5mg tablet,1140860776,C09AA02,Enalapril
bondronat 50mg tablet,1141190534,M05BA06,Ibandronate
antabuse 200mg tablet,1140872484,N07BB01,Disulfiram
symmetrel 100mg capsule,1140872440,N04BB01,Amantadine
zyban 150mg m/r tablet,1141176858,N06AX12,Bupropion
enoxaparin,1140861588,B01AB05,Enoxaparin
danazol,1140868968,G03XA01,Danazol
clopixol 2mg tablet,1140867342,N05AF05,Zuclopenthixol
zuclopenthixol,1140882100,N05AF05,Zuclopenthixol
fucidin ointment,1140882544,D06AX01,Fusidic Acid
preservex 100mg tablet,1140925808,M02AA25,Aceclofenac
sodium picosulphate,1140865724,A06AB08,Picosulfuric Acid
conotrane cream,1140878290,D08AJ01,Benzalkonium |Dimethicone
polytar plus liquid,1140878504,D05AA,Coal Tar
aveeno lotion,1141185108,D05AA,Colloidal Oatmeal
evening primrose oil 20% cream,1141193140,D11AX02,Evening Primrose Oil
oilatum bath formula liquid bath additive 300ml,1141200882,D02A,Light Mineral Oil
ketovite tablet,1140870786,A11B,Multivitamin
glucagon product,1140874826,H04AA01,Glucagon Recombinant
somatropin,1140868644,H01AC01,Somatropin Recombinant
pancreatin,1140866022,A09AA02,Pancrelipase
paracetamol+caffeine,1140884404,N02BE51,Caffeine |Acetaminophen
kalten capsule,1140860398,C07DB01,Atenolol |Amiloride |Hydrochlorothiazide
levonorgestrel product,1141157410,G03AC03 |G03AD01,Levonorgestrel
mupirocin,1140880342,D06AX09 |R01AX06,Mupirocin
chloramiphene,1140910372,D06AX02 |D10AF03 |G01AA05 |J01BA01 |S01AA01 |S02AA01 |S03AA08,Chloramphenicol
ketorolac,1140884558,M01AB15 |S01BC05,Ketorolac
tenoxicam,1140875346,M01AC02,Tenoxicam
fluorouracil,1140869772,L01BC02,Fluorouracil
marevan 0.5mg tablet,1141164760,B01AA03,Warfarin
apomorphine,1140879648,N04BC07 |G04BE07,Apomorphine
glyceryl trinitrate patch,1140927544,C01DA02,Nitroglycerin
tranylcypromine,1140867914,N06AF04,Tranylcypromine
durogesic 75micrograms/hour patch,1140911834,N02AB03,Fentanyl
diazepam product,1141157496,N05BA01,Diazepam
imodium plus 2mg/125mg chewable tablet,1141166998,A07DA53,Loperamide |Simethicone
oxymetazoline 500micrograms/ml nasal spray,1140853978,R01AA05,Oxymetazoline
decongestant 0.05% nasal spray,1140927812,R01AA05,Oxymetazoline
movelat relief cream,1140925936,M02AC,Salicylic Acid |Mucopolysaccharide Polysulfate
aspro clear maximum strength soluble tablet,1140909480,N02BA01,Acetylsalicylic Acid
alka-seltzer tablet,1140917114,N02BA51,Acetylsalicylic Acid |Sodium Bicarbonate |Citric Acid
iopidine ophthalmic 0.5% intra-ocular solution,1140921818,S01EA03,Apraclonidine
isotretinoin,1140880238,D10AD04 |D10BA01,Isotretinoin
steri-neb salamol 2.5mg/2.5ml nebulisation unit,1140862008,R03AC02,Salbutamol
chemydur 60xl m/r tablet,1141166858,C01DA14,Isosorbide Mononitrate
tensipine mr 10 m/r tablet,1140927940,C08CA05,Nifedipine
ofloxacin,1140874160,J01MA01 |S01AE01 |S02AA16,Ofloxacin
nadolol,1140860192,C07AA12,Nadolol
entocort cr 3mg m/r capsule,1140926004,A07EA06,Budesonide
levodopa,1140872320,N04BA01,Levodopa
mucogel suspension,1140865368,A02A,Aluminum Hydroxide |Magnesium Hydroxide
acidol-pepsin tablet,1140851314,A09A,Glycine Betaine |Pepsin
benzoyl peroxide product,1140880040,D10AE01,Benzoyl Peroxide
solvazinc 200mg effervescent tablet,1140870840,A12CB01,Zinc Sulfate
paraffin-white soft,1140910368,D02AC,Petrolatum
soya oil 84.75% bath oil,1140876498,D02A,Soya Oil
erythropoietin product,1140870568,B03XA01,Erythropoietin
norditropin(epr) 12iu(4mg) injection (pdr for recon)+diluent,1140868650,H01AC01,Somatropin Recombinant
pregaday tablet,1140870328,B03AD03,Folic Acid |Iron
torasemide,1140888496,C03CA04,Torasemide
phenytoin product,1140872098,N03AB02,Phenytoin
oramorph sr 10mg m/r tablet,1140871712,N02AA01,Morphine
cyklokapron 500mg tablet,1140861834,B02AA02,Tranexamic Acid
midrid capsule,1140871966,N02BE51,Acetaminophen |Isometheptene
indomethacin product,1141157452,C01EB03 |M01AB01 |M02AA23 |S01BC01,Indomethacin
numark hayfever and allergy relief 10mg tablet,1141194228,R06AE07,Cetirizine
norplant 38mg subdermal implant,1140864172,G03AC03,Levonorgestrel
bactroban 2% nasal ointment,1140916846,D06AX09,Mupirocin
largactil 10mg tablet,1140863416,N05AA01,Chlorpromazine
beta-cardone 40mg tablet,1140860304,C07AA07,Sotalol
tagamet 100 tablet,1140909500,A02BA01,Cimetidine
moduret 25 tablet,1140866416,C03EA01,Amiloride |Hydrochlorothiazide
nystatin+chlorhexidine hydrochloride 100000units/1%/g cream,1140880390,D08AC02,Nystatin |Chlorhexidine
zovirax 3% eye ointment,1140875552,S01AD03,Aciclovir
naproxen+misoprostol,1140881612,M01AE56,Naproxen |Misoprostol
burinex a tablet,1140866356,C03CA02,Bumetanide
salicylic acid,1140880014,D01AE12 |S01BC08,Salicylic Acid
ditropan xl 5mg m/r tablet,1141177080,G04BD04,Oxybutynin
clindamycin product,1141157358,D10AF01 |G01AA10 |J01FF01,Clindamycin
ovestin 250micrograms tablet,1140857704,G03CA04,Estriol
co-danthrusate,1140881624,A06AG10,Danthron |Docusate
zacin 0.025% cream,1141166748,M02AB01,Capsaicin
sodium chloride product,1140876652,A12CA01 |B05CB01 |B05XA03 |S01XA03,Sodium Chloride
artelac 0.32% single-use eye drops,1141165028,S01XA20,Hypromellose
urea 10% cream,1140876430,D02A,Urea
goserelin product,1141157394,L02AE03,Goserelin
human menopausal gonadotrophins,1140882962,G03GA02,Menotropins
metatone tonic,1140852996,A11EC,Thiamine |Sodium Glycerophosphate |Calcium Glycerophosphate |Manganese Glycerophosphate
etonogestrel,1141166196,G03AC08,Etonogestrel
mst continus 60mg m/r tablet,1140871782,N02AA01,Morphine
indometacin product,1141181656,C01EB03 |M01AB01 |M02AA23 |S01BC01,Indomethacin
megace 40mg tablet,1140870232,L02AB01,Megestrol Acetate
colestipol,1140888590,C10AC02,Colestipol
lopinavir+ritonavir,1141173910,J05AR10,Ritonavir |Lopinavir
avloclor 250mg tablet,1140874484,P01BA01,Chloroquine
amphotericin,1140874240,A01AB04 |A07AA07 |G01AA03 |J02AA01,Amphotericin B
clodronate disodium,1140910728,M05BA02,Clodronic Acid
hc - hydrocortisone,1140910424,D07AA02,Hydrocortisone
calmurid hc cream,1140882820,D07XA,Hydrocortisone |Lactic Acid |Urea
hyoscine product,1141157482,A04AD01 |N05CM05 |S01FA02,Scopolamine
clearsore aciclovir 5% cream,1141186288,D06BB03,Aciclovir
dicyclomine hydrochloride,1140865378,A03AA07,Dicyclomine
pentoxifylline,1140909712,C04AD03,Pentoxifylline
diamox 250mg tablet,1140875870,S01EC01,Acetazolamide
temgesic 400mcg sublingual tablet,1140871738,N02AE01,Buprenorphine
migramax sachet powder,1141175756,N02BA51,Acetylsalicylic Acid |Metoclopramide
neomycin product,1140884090,A01AB08 |A07AA01 |B05CA09 |D06AX04 |J01GB05 |R02AB01 |S01AA03 |S02AA07 |S03AA01,Neomycin
anadin ibuprofen 200mg tablet,1141153134,M01AE01,Ibuprofen
bupropion,1141176854,N06AX12,Bupropion
sporanox 100mg capsule,1140874306,J02AC02,Itraconazole
arythmol 150mg tablet,1140866612,C01BC03,Propafenone
df118 30mg tablet,1140856454,N02AA08,Dihydrocodeine
surgam 200mg tablet,1140871616,M01AE11,Tiaprofenic Acid
micralax micro-enema,1140883076,A06AG11,Sorbitol |Sodium Citrate |Sodium Alkyldulphoacetate |Sorbic Acid
axsain cream,1140875628,M02AB01,Capsaicin
myocrisin 50mg/0.5ml injection,1140875308,M01CB01,Sodium Aurothiomalate
e45 emollient bath oil,1141162940,D02A,Mineral Oil |Cetyl Dimeticone
polytar emollient bath additive,1140878426,D05AA,Coal Tar
praxilene 100mg capsule,1140861434,C04AX21,Naftidrofuryl Oxalate
octreotide,1140870200,H01CB02,Octreotide
crampex tablet,1141188530,A12AX,Cholecalciferol |Niacin |Calcium Gluconate
stiemycin solution,1140880142,D10AF02,Erythromycin
canesten complete cream,1141186100,G01AF02,Clotrimazole
regaine regular strength 20mg/ml topical liquid,1140881876,D11AX,Minoxidil
actifed tablet,1140863070,R01BA52,Triprolidine |Pseudoephedrine
relifex 500mg tablet,1140875338,M01AX01,Nabumetone
metolazone,1140866092,C03BA08,Metolazone
vertab sr 240 m/r tablet,1141169710,C08DA01,Verapamil
carace 10 plus tablet,1140864910,C09BA03,Lisinopril |Hydrochlorothiazide
retin-a 0.025% cream,1140878546,D10AD01,Tretinoin
muse 125micrograms pellet,1141162982,G04BE01,Alprostadil
norimode 2mg tablet,1140923568,A07DA03,Loperamide
haelan 0.0125% cream,1140888178,D07AC07,Flurandrenolide
lamisil at 1% cream,1141172910,D01AE15,Terbinafine
didanosine,1140888928,J05AF02,Didanosine
transtec 35micrograms/hour transdermal patch,1141180012,N02AE01,Buprenorphine
pepcid ac indigestion tablet,1140909496,A02BA03,Famotidine
myfortic 180mg gastro-resistant tablet,1141200450,L04AA06,Mycophenolic Acid
ketopine 2% shampoo,1141192378,D01AC08,Ketoconazole
proguanil,1140884314,P01BB01,Proguanil
itraconazole 100mg capsule,1140874304,J02AC02,Itraconazole
capoten 12.5mg tablet,1140860758,C09AA01,Captopril
saquinavir,1141145612,J05AE01,Saquinavir
abilify 5mg tablet,1141202024,N05AX12,Aripiprazole
fosamprenavir,1141200344,J05AE07,Fosamprenavir
acidex oral suspension,1141172224,A02BX13,Sodium Bicarbonate |Calcium Carbonate |Alginic Acid
balmosa cream,1140875606,M02A,Camphor |Menthol |Methyl Salicylate |Capsicum Oleoresin
n-acetylcysteine,1140909720,R05CB01 |S01XA08 |V03AB23,Acetylcysteine
eflornitine 11.5% cream,1141200092,D11AX16,Eflornithine
xylometazoline,1140879852,R01AA07 |R01AB06 |S01GA03,Xylometazoline
cacit 1.25g effervescent tablet,1140877782,A12AA04,Calcium Carbonate
fragmin 10000iu/1ml injection,1140861584,B01AB04,Dalteparin
hiprex 1g tablet,1140874216,J01XX05,Hexamethylenetetramine
milk of magnesia suspension,1140881550,A02AA,Magnesium Hydroxide
tolfenamic acid,1140928840,M01AG02,Tolfenamic Acid
dextrose 40% oral gel,1141165702,V06DC01,Glucose
tacalcitol,1140923728,D05AX04,Tacalcitol
xipamide,1140866108,C03BA10,Xipamide
epoetin beta,1140870618,B03XA01,Erythropoietin
rebif 44micrograms/0.5ml prefilled syringe,1141189256,L03AB07,Interferon Beta-1A
dostinex 500micrograms tablet,1140864570,G02CB03,Cabergoline
canesten 2% vaginal cream,1140869050,G01AF02,Clotrimazole
clemastine,1140862638,D04AA14 |R06AA04,Clemastine
conjugated oestrogens 0.3mg / medroxyprogesterone 1.5mg tab,1141190580,G03FA12,Conjugated Estrogens |Medroxyprogesterone Acetate
sevredol 20mg tablet,1140871704,N02AA01,Morphine
hygroton 50mg tablet,1140866146,C03BA04,Chlorthalidone
terfenadine,1140862830,R06AX12,Terfenadine
colestid 5g/sachet granules,1140861848,C10AC02,Colestipol
bactroban ointment,1140878526,D06AX09,Mupirocin
buspar 5mg tablet,1140863454,N05BE01,Buspirone
oxynorm 20mg capsule,1141170966,N02AA05,Oxycodone
serenace 500micrograms capsule,1140867092,N05AD01,Haloperidol
haldol 5mg tablet,1140867184,N05AD01,Haloperidol
skinoren cream,1140878558,D10AX03,Azelaic Acid
valtrex 500mg tablet,1140916894,J05AB11,Valaciclovir
rheumatac retard 75mg m/r tablet,1141167426,M01AB05,Diclofenac
ethosuximide,1140872160,N03AD01,Ethosuximide
paludrine tablet+avloclor tablet 100mg/250mg travel pack,1141156738,P01B,Chloroquine |Proguanil
fluphenazine,1140882098,N05AB02,Fluphenazine
aldara 5% cream,1141167876,D06BB10,Imiquimod
progynova ts 50micrograms patch,1140923914,G03CA03,Estradiol
durogesic 100micrograms/hour patch,1140911836,N02AB03,Fentanyl
vexol 1% eye drops,1141166528,S01BA13,Rimexolone
disprin direct dispersible tablet,1140882192,N02BA01,Acetylsalicylic Acid
isoniazid,1140873986,J04AC01,Isoniazid
pindolol,1140860292,C07AA03,Pindolol
prindolol,1140910614,C07AA17,Pindolol
hydrea 500mg capsule,1140869980,L01XX05,Hydroxyurea
ismo 10 tablet,1140860972,C01DA14,Isosorbide Mononitrate
ibugel forte 10% gel,1141176278,M02AA13,Ibuprofen
amoxil 500mg capsule,1140872710,J01CA04,Amoxicillin
arava 10mg tablet,1141166302,L04AA13,Leflunomide
dipentum 250mg capsule,1140865742,A07EC03,Olsalazine
ephedrine,1140883534,C01CA26 |R01AA03 |R01AB05 |R03CA02 |S01FB02,Ephedrine
tinzaparin,1140888206,B01AB10,Tinzaparin
saline 0.9% nose drops,1140911574,R01AX10,Sodium Chloride
paraffin liquid,1140910522,A06AA01,Mineral Oil
dithrocream 0.1% cream,1140878442,D05AC01,Anthralin
colomycin 1million units injection (pdr for recon),1140873818,J01XB01,Colistimethate
desmopressin product,1141157296,H01BA02,Desmopressin
rebif 22micrograms/0.5ml prefilled syringe,1141189254,L03AB07,Interferon Beta-1A
sandostatin 50micrograms/1ml injection,1140870208,H01CB02,Octreotide
folate product,1140910552,B03BB01,Folic Acid
retinol product,1140909870,A11CA01 |S01XA02 |R01AX02 |D10AD02,Vitamin A
triapin mite 2.5mg/2.5mg tablet,1141165476,C09BB05,Ramipril |Felodipine
lopace 2.5mg capsule,1141199940,C09AA05,Ramipril
differin 0.1% cream,1141164598,D10AD03,Adapalene
relpax 20mg tablet,1141185448,N02CC06,Eletriptan
zomorph 100mg m/r capsule,1141152992,N02AA01,Morphine
zydol soluble 50mg tablet,1140928372,N02AX02,Morphine
flucloxacillin product,1141157340,J01CF05,Flucloxacillin
aspirin+codeine,1140882392,N02AJ07,Codeine |Acetylsalicylic Acid
mefloquine,1140874438,P01BC02,Mefloquine
lariam 250mg tablet,1140874498,P01BC02,Mefloquine
betamethasone+salicylic acid,1140882622,D07XC01,Betamethasone |Salicylic Acid
chloramphenicol 0.5%,1140853188,S01AA01,Chloramphenicol
abacavir 300mg / lamivudine 150mg / zidovudine 300mg tablet,1141189662,J05AR04,Zidovudine |Lamivudine |Abacavir
5fu - fluorouracil,1140910550,L01BC02,Fluorouracil
galantamine,1141171578,N06DA04,Galantamine
florinef 100mcg tablet,1140874784,H02AA02,Fludrocortisone
tilade mint 2mg inhaler,1140862684,R03BC03,Nedocromil
rimexolone,1141166524,S01BA13 |H02AB12,Rimexolone
cyclopentolate,1140883518,S01FA04,Cyclopentolate
rivastigmine,1141167690,N06DA03,Rivastigmine
ketoconazole 2% cream,1140880308,D01AC08,Ketoconazole
etidronate disodium,1140913322,M05BA01,Etidronic Acid
disodium etidronate+calcium carbonate,1140882980,M05BB01,Etidronic Acid |Calcium Carbonate
salagen 5mg tablet,1140917478,N07AX01,Pilocarpine
dalacin 2% cream,1140869142,G01AA10,Clindamycin
cephradine,1140873258,J01DB09,Cefradine
bicarbonate of soda,1140888768,B05CB04 |B05XA02,Sodium Bicarbonate
dexedrine 5mg tablet,1140867904,N06BA02,Dextroamphetamine
fersaday 322mg tablet,1140870354,B03AA07,Iron
piportil depot 50mg/1ml oily injection,1140867572,N05AC04,Pipotiazine
calcitonin product,1140868848,H05BA,Human Calcitonin
lanreotide,1141167430,H01CB03,Lanreotide
acipimox,1140861892,C10AD06,Acipimox
difflam 0.15% spray,1140876174,M02AA05,Benzydamine
cyclopenthiazide,1140866156,C03AA07,Cyclopenthiazide
interferon beta,1141172486,L03AB,Interferon Beta
cetomacrogol formula a cream bp,1140876408,D02A,Macrogol Cetostearyl Ether
darbepoetin alfa,1141178858,B03XA02,Darbepoetin Alfa
humatrope(rbe) 18iu(6mg) inj cartridge(pdr for recon)+dil,1140928276,H01AC01,Somatropin Recombinant
ergocalciferol 7.5mg(300000units)/1ml injection,1141172148,A11CC01,Ergocalciferol
erythrocin 250mg tablet,1140873680,J01FA01,Erythromycin
solpadeine forte dispersible tablet,1140856340,N02AJ06,Caffeine |Acetaminophen |Codeine
5asa - mesalazine,1140910598,A07EC02,Mesalazine
sodium liothyronine,1140910520,H03AA02,Liothyronine
penciclovir,1140926522,D06BB06 |J05AB13,Penciclovir
atenolol+chlortalidone,1141180778,C07BB03,Chlorthalidone |Atenolol
paracetamol+metoclopramide 500mg/5mg tablet,1140872044,N02BE51,Acetaminophen |Metoclopramide
